id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
1592,55,2019-01-23,Karins I,0,https://en.wikipedia.org/wiki/Kari%C5%86%C5%A1_cabinet,bbcm,"Cabinet won an investiture vote (yes: 61, no: 39) on 23 January 2019.
Cabinet ended with election on 1 October 2022.",,1591,1042,848,,
1593,41,2019-01-13,Tsipras III,0,https://en.wikipedia.org/wiki/Second_Cabinet_of_Alexis_Tsipras,reuters,"Cabinet continued on 13 January 2019 after a change in party composition and won a confidence vote on 16 January (yes: 151, no: 148).
Minority cabinet was supported by independent MPs.
Cabinet ended with election on 7 July 2019.",,1175,992,826,,
1594,9,2019-01-22,Solberg IV,0,http://en.wikipedia.org/wiki/Solberg's_Cabinet,"dpa, reuters","Cabinet continued on 22 January 2019 after a change in party composition.
Cabinet ended on 20 January 2020 after the withdrawal of the Progress Party (FrP) due to internal policy issues.",,1517,1017,,,
1595,75,2019-04-29,Ratas II,0,https://en.wikipedia.org/wiki/J%C3%BCri_Ratas%27_second_cabinet,"bbcm, err, reuters","Cabinet won an investiture vote (yes: 55, no: 44) on 17 April 2019 and was appointed on 29 April.
PM Ratas resigned on 13 January 2021 ""over an inquiry into a property development"" (reuters).",,1495,1044,822,,
1596,67,2019-06-06,Rinne,0,https://en.wikipedia.org/wiki/Rinne_Cabinet,"reuters, valt, yle","PM Rinne won an investiture vote (yes: 129, no: 62, abstain: 2, absent: 7) on 6 June 2019 and cabinet was appointed on the same day.
Cabinet ended on 3 December 2019 after PM Rinne resigned due to coalition partner's loss of confidence.",,1510,1045,1050,,
1597,41,2019-07-08,Mitsotakis Kyr I,0,https://en.wikipedia.org/wiki/First_Cabinet_of_Kyriakos_Mitsotakis,"kath, reuters","PM Mitsotakis was appointed on 8 July 2019 and cabinet won a confidence vote (yes: 158, no: 142) on 22 July.
Cabinet ended with election on 21 May 2023.","Christos Stylianides has been a minister for Climate Crisis and Civil protection since 6 September 2021. He belongs to the party ""Democratic Rally"" in Cyprus and received an ""honorary Greek citizenship"" (Kathimerini). We do not code his party as a government party.
",1593,1078,1060,,
1598,21,2019-06-27,Frederiksen I,0,https://en.wikipedia.org/wiki/Frederiksen_Cabinet,"local, reuters","PM Frederiksen was appointed on 27 June 2019.
Minority cabinet was supported by Danish Social Liberal Party (RV), Socialist Peoples Party (SF) and Red-Green Alliance (En-O).
PM Frederiksen called an early election on 5 October 2022 after Danish Social Liberal Party (RV) threatened with a no-confidence vote. 
Cabinet ended with early election on 1 November 2022.",,1497,1077,1049,,
1599,44,2019-07-24,Johnson I,0,https://en.wikipedia.org/wiki/First_Johnson_ministry,reuters,"Cabinet was appointed on 24 July 2019 after the resignation of PM May. 
Minority cabinet was supported by Democratic Unionist Party (DUP). 
Cabinet ended with a snap election on 12 December 2019.",,1507,1013,1051,,
1600,59,2019-06-03,Bierlein I,1,https://en.wikipedia.org/wiki/Bierlein_government,bka,"PM Bierlein was sworn in as the leader of a caretaker cabinet on 3 June 2019.
Cabinet ended with election on 29 September 2019.",,1521,1019,1074,,
1601,27,2019-04-28,Sanchez II,1,https://en.wikipedia.org/wiki/S%C3%A1nchez_government,reuters,"Continuation caretaker cabinet remained in office on 28 April 2019. 
Cabinet formation failed and an election was called on 17 September 2019 that took place on 10 November.",,1533,1046,839,,
1602,34,2019-04-09,Netanyahu XII,1,https://en.wikipedia.org/wiki/Thirty-fifth_government_of_Israel,"knesset, reuters","Continuation caretaker cabinet remained in office after election on 9 April 2019.
Minority cabinet was supported by United Torah Judaism (YH) through a deputy minister position.
PM Netanyahu failed to form a government until the deadline of 29 May 2019 and parliament voted to dissolve on 30 May 2019. Cabinet ended with an early election on 17 September 2019.",,1589,1047,,,
1603,26,2019-09-05,Conte II,0,https://en.wikipedia.org/wiki/Conte_II_Cabinet,"bbcm, reuters","PM Conte was appointed on 5 September 2019 and cabinet won confidence votes on 9/10 September (yes: 343, no: 263, abstain: 3 [lower house]; yes: 169, no: 133 [upper house]).",Italy Alive (Italia Viva) with 25 seats from PD since 17 September 2019. No new cabinet coded for party change and ministers remaining in office.,1532,1024,1053,,
1604,23,1989-12-26,Roman I,1,https://en.wikipedia.org/wiki/First_Roman_cabinet_(Romania),,,,,,,,
1605,27,2020-01-07,Sanchez III,0,https://en.wikipedia.org/wiki/S%C3%A1nchez_II_Government,reuters,"Cabinet lost an investiture vote on 5 January 2020 (yes: 166, no: 165, abstain: 18, absolute majority required) and won a vote with a simple majority two days later (yes: 167, no: 165, abstain: 18). PM Sánchez was appointed on 8 January 2020.",,1601,1085,1072,,
1606,44,2019-12-13,Johnson II,0,https://en.wikipedia.org/wiki/Second_Johnson_ministry,reuters,"Cabinet continued on 13 December 2019 a day after the election.
PM Johnson won a confidence vote (yes: 211, no: 148) on 6 June 2022.
PM Johnson resigned on 7 July 2022 after several resignations of cabinet members and remained in office until a new cabinet was formed on 6 September 2022.
",,1599,1086,1051,,
1607,67,2019-12-10,Marin,0,https://en.wikipedia.org/wiki/Marin_Cabinet,"reuters, yle","PM Marin won an investiture vote (yes: 99, no: 70, absent: 30) on 10 December 2019 and cabinet was appointed the same day.
Cabinet ended with election on 2 April 2023.",,1596,1045,1050,,
1608,59,2019-09-29,Bierlein II,1,https://en.wikipedia.org/wiki/Bierlein_government,bka,Continuation caretaker cabinet remained in office on 29 September 2019 until PM Kurz formed a new cabinet on 7 January 2020.,,1600,1080,1074,,
1609,59,2020-01-07,Kurz II,0,https://en.wikipedia.org/wiki/Second_Kurz_government,reuters,"Cabinet was appointed on 7 January 2020.
Cabinet ended on 11 October 2021 after PM Kurz resigned on 9 October 2021 following corruption allegations.",,1608,1080,1074,,
1610,63,2019-10-26,Costa II,0,https://en.wikipedia.org/wiki/XXII_Constitutional_Government_of_Portugal,"ap, reuters","Cabinet was appointed on 26 October 2019.
Cabinet ended with an early election on 30 January 2022.",,1198,1081,1068,,
1611,74,2019-11-15,Morawiecki II,0,https://en.wikipedia.org/wiki/Second_Cabinet_of_Mateusz_Morawiecki,"dpa, pnbbae","Cabinet was appointed on 15 November 2019 and won an investiture vote (yes: 259, no: 183, abstain: 7) on 19 November 2019.
Cabinet includes Alliance (P) and United Poland (SP) as members of the Law and Justice (PiS) parliamentary group.",,1526,1082,1067,,
1612,40,2019-12-11,Bundesrat 2019,0,https://en.wikipedia.org/wiki/Swiss_Federal_Council,reuters,Federal Council was elected on 11 December 2019.,,1212,1083,,,
1613,34,2019-09-17,Netanyahu XIII,1,https://en.wikipedia.org/wiki/Thirty-fourth_government_of_Israel,"knesset, reuters","Continuation caretaker cabinet remained in office after election on 17 September 2019.
Minority cabinet was supported by United Torah Judaism (YH) through a deputy minister position.
Cabinet ended with an early election on 2 March 2020 after PM Netanyahu failed to form a government.",,1602,1079,,,
1614,15,2017-10-19,Skvernelis II,0,https://en.wikipedia.org/wiki/Skvernelis_Cabinet,elta,"Cabinet continued after a change in parliamentary group composition.
Cabinet resigned on 12 July 2019, a constitutional requirement after a presidential election.",,1496,1009,842,,
1615,15,2019-07-23,Skvernelis III,0,https://en.wikipedia.org/wiki/Skvernelis_Cabinet,elta,"PM Skvernelis won an investiture vote (yes: 83, no: 1, abstain: 30) on 23 July 2019 and cabinet (yes: 75, no: 27, abstain: 9) on 20 August.
Cabinet ended with election on 11 October 2020.",,1614,1009,1064,,
1616,33,2019-05-29,Morrison II,0,https://en.wikipedia.org/wiki/Second_Morrison_Ministry,"aap, reuters","PM Morrison was appointed on 29 May 2019.
Cabinet ended with election on 21 May 2022.",,1585,1087,,,
1617,9,2020-01-24,Solberg V,0,http://en.wikipedia.org/wiki/Solberg's_Cabinet,"dpa, reuters","Cabinet continued on 20 January 2020 after a change in party composition.
Cabinet ended on 12 October 2021 with the resignation of PM Solberg.",,1594,1017,,,
1619,23,2019-11-04,Orban I,0,https://en.wikipedia.org/wiki/First_Orban_Cabinet,"ap, reuters","Cabinet won an investiture vote (yes: 240) on 4 November 2019.
Cabinet ended on 5 February 2020 after losing a confidence vote (yes: 261, no: 139).",,1527,1015,1069,,
1620,29,2019-10-21,Trudeau J II,0,https://en.wikipedia.org/wiki/29th_Canadian_Ministry,reuters,"Cabinet continued after election on 21 October 2019.
Cabinet ended with an early election on 20 September 2021.",,1176,1084,,,
1621,64,2019-05-26,Michel III,0,https://en.wikipedia.org/wiki/Michel_II_Government,"afp, reuters","Cabinet continued after election on 26 May 2019.
Cabinet ended on 27 October 2019 with the resignation of PM Michel due to his election as President of the European Council.",,1586,1048,1058,,
1622,64,2019-10-27,Wilmes I,1,https://en.wikipedia.org/wiki/Wilm%C3%A8s_I_Government,"afp, euobs, reuters","Caretaker cabinet was appointed on 27 October 2019.
Cabinet ended on 17 March 2020 after winning legislative support and loosing caretaker status.",,1621,1048,1058,,
1623,72,2020-01-13,Abela,0,https://en.wikipedia.org/wiki/Maltese_Government_2017%E2%80%932022,reuters,PM Abela was appointed on 13 January 2020.,,1504,1010,1066,,
1624,60,2020-03-03,Jansa III,0,https://en.wikipedia.org/wiki/14th_Government_of_Slovenia,"reuters, sta","PM Jansa was appointed on 3 March 2020 and won an investiture vote (yes: 52, no: 31). Cabinet won an investiture vote (yes: 52, no: 31) on 13 March 2020.
Cabinet established a support agreement on 3 July 2020 with Slovenian National Party (SNP) and two independent MPs.
Cabinet ended on 17 December 2020 after DeSUS withdrew from the coalition.",,1555,1025,1071,,
1625,1,2020-03-21,Matovic,0,https://en.wikipedia.org/wiki/Cabinet_of_Igor_Matovi%C4%8D,"dpa, reuters","PM Matovic and the cabinet were appointed on 21 March 2020 and won an investiture vote (yes: 93, no: 48) on 30 April 2020.
Cabinet ended with resignation of PM Matovic on 30 March 2021.",,1529,1089,1070,,
1626,23,2020-03-14,Orban II,0,https://en.wikipedia.org/wiki/Second_Orban_Cabinet,ap,"Cabinet won an investiture vote (yes: 286, no: 23) on 14 March 2020.
Minority cabinet was supported by Social Democratic Party (PSD) as an emergency government in the coronavirus crisis.
Cabinet ended with election on 6 December 2020.",,1619,1015,1069,,
1627,64,2020-03-19,Wilmes II,0,https://en.wikipedia.org/wiki/Wilm%C3%A8s_II_Government,"afp, euobs","Cabinet won an investiture vote (yes: 84, no: 44) on 19 March 2020.
Minority cabinet was supported by most opposition parties as an emergency government in the coronavirus pandemic.
Cabinet ended on 1 October 2020 after the agreed period of three month.","""The two main changes are that it would no longer be a caretaker government, but a fully-fledged one – and that it would receive extraordinary powers."" (EU Observer,  2020-03-17).",1622,1048,1058,,
1628,51,2018-03-01,Anastasiades IV,0,https://en.wikipedia.org/wiki/Second_Anastasiades_government,cymail,President Anastasiades was appointed on 28 February 2018 and the cabinet one day later.,,1492,1004,819,,
1630,15,1998-03-10,Vagnorius III,0,https://en.wikipedia.org/wiki/Vagnorius_Cabinet_II,reuters,"PM Vagnorius won an investiture vote (yes: 92, no: 19, abstain: 9) on 10 March 1998.
Cabinet ended with resignation of PM Vagnorius on 30 April 1999.",,47,566,,,
1631,15,2003-03-04,Brazauskas II,0,https://en.wikipedia.org/wiki/Brazauskas_Cabinet_I,"elta, reuters","PM Brazauskas won an investiture vote (yes: 82, no: 12; abstain: 18) on 4 March 2003.
Cabinet resigned on 12 July 2004, a constitutional requirement after a presidential election.",,405,59,,,
1632,15,2009-07-16,Kubilius III,0,https://en.wikipedia.org/wiki/Kubilius_Cabinet_II,elta,"PM Kubilius won an investiture vote (yes: 79, no: 36, abstain: 13) on 16 July 2009.
Cabinet ended on 21 September 2010 with the merger of the coalition partners Liberal and Centre Union (LiCS) and the National Resurrection Party (TPP). ",,688,646,337,,
1633,15,2014-07-15,Butkevicius II,0,https://en.wikipedia.org/wiki/Butkevi%C4%8Dius_Cabinet,xna,"PM Butkevičius won an investiture vote (yes: 88, no: 36, abstain: 7) on 15 July 2014.
Cabinet ended with election on 9 October 2016.",,1042,786,842,,
1634,15,2004-07-13,Brazauskas III,0,https://en.wikipedia.org/wiki/Brazauskas_Cabinet_I,elta,"PM Brazauskas won an investiture vote (yes: 70, no: 5, abstain: 11) on 13 July 2004.
Cabinet ended with election on 20 October 2004 and resigned on 15 November.
",Full investiture of cabinet after June 2004 presidential election and before October parliamentary election. So coded as a new cabinet without caretaker status and not as a continuation caretaker cabinet according to three-month-rule.,1631,59,539,,
1635,20,2018-07-09,Erdogan IV,0,https://en.wikipedia.org/wiki/Cabinet_Erdo%C4%9Fan_IV,"afp, dpa","President Erdoğan was appointed on 9 July 2018 after winning the presidential election. He is the first president governing Turkey after a constitutional referendum.
Cabinet was supported by National Action Party (MHP).
Cabinet ended with election on 14 May 2023.",,1487,1032,,,
1636,23,2020-12-23,Citu,0,https://en.wikipedia.org/wiki/C%C3%AE%C8%9Bu_Cabinet,"afp, reuters","Cabinet won an investiture vote (yes: 260, no: 186) on 23 December 2020.
Cabinet lost a confidence vote (no: 281) on 5 October 2021.",,1626,1093,1069,,
1637,62,2020-07-23,Plenkovic III,0,https://en.wikipedia.org/wiki/Cabinet_of_Andrej_Plenkovi%C4%87_II,reuters,"Cabinet won an investiture vote (yes: 76, no: 59) on 23 July 2020.
Minority cabinet was supported by Croatian People's Party – Liberal Democrats (HNS-LD) and People's Party – Reformists (NS-R)
",,1512,1094,1062,,
1638,11,2020-10-31,Ardern II,0,https://en.wikipedia.org/wiki/Sixth_Labour_Government_of_New_Zealand,reuters,"Cabinet was appointed on 2 November 2020.
Majority cabinet was supported through cooperation agreement with Greens.
Cabinet ended with resignation of PM Ardern for personal reasons on 19 January 2023.",,1518,1092,,,
1639,64,2020-10-01,De Croo,0,https://en.wikipedia.org/wiki/De_Croo_Government,"dpa, euobs, reuters","Cabinet was appointed on 1 October 2020 and won an investiture vote (yes: 87, no: 54, abstain: 7) on 3 October.",,1627,1048,1058,,
1640,43,2020-07-03,Castex,0,https://en.wikipedia.org/wiki/Castex_government,"afp, reuters","PM Castex was appointed on 3 July 2020.
PM Castex resigned on 16 May 2022 to allow for a cabinet reshuffle.",,1509,1014,1054,,
1641,37,2020-02-08,Varadkar II,1,https://en.wikipedia.org/wiki/Government_of_the_32nd_D%C3%A1il,,"Continuation caretaker cabinet remained in office on 8 February 2020.
Cabinet ended with new cabinet coming into office on 27 June 2020.",,1511,1088,1061,,
1642,37,2020-06-27,Martin,0,https://en.wikipedia.org/wiki/Government_of_the_33rd_D%C3%A1il,reuters,"PM Martin won an investiture vote (yes: 93, no: 63) on 27 June 2020.",,1641,1088,1061,,
1643,15,2020-11-24,Simonyte,0,https://en.wikipedia.org/wiki/%C5%A0imonyt%C4%97_Cabinet,"ap, emw","PM Simonyte won an investiture vote (yes: 62, no: 10, abstain: 41) on 24 November 2020 and cabinet (yes: 78, no: 30, abstain: 20) on 11 December 2020.",,1615,1091,1064,,
1644,5,2020-09-16,Suga,0,https://en.wikipedia.org/wiki/Suga_Cabinet,reuters,"PM Suga won an investiture vote (yes: 314, total: 462 [lower house]; yes: 142, total: 245 [upper house]) on 16 September 2020 and the cabinet was appointed the same day.
Cabinet ended on 04 October 2021 due to resignation of PM Suga.",,1525,1022,,,
1645,34,2020-05-17,Netanyahu XIV,0,https://en.wikipedia.org/wiki/Thirty-fifth_government_of_Israel,"knesset, reuters","PM Netanyahu and his cabinet won an investiture vote (yes: 73, no: 46) on 17 May 2020.
Cabinet ended with elections on 23 March 2021.
","changes in cabinet composition:
+ Minister of Construction and Housing, Yakov Litzman (Agudat Yisrael)
+ 17.5. to 15.9.2020 and 18.11. to 6.4.2021
+ not included due to three-month-rule
",1613,1090,,,
1646,5,2021-11-10,Kishida II,0,https://en.wikipedia.org/wiki/Second_Kishida_Cabinet,kyodo,"PM Kishida won an investiture vote (yes: 297, total: 465 [lower house]; yes: 141, total: 245 [upper house]) on 10 November 2021.
",,1647,1098,,,
1647,5,2021-10-04,Kishida I,0,https://en.wikipedia.org/wiki/First_Kishida_Cabinet,kyodo,"PM Kishida won an investiture vote (yes: 311, total: 458 [lower house]; yes: 141, total: 241 [upper house]) on 04 October 2021 and the cabinet was appointed the same day.
Cabinet ended with an early election on 10 November 2021.",,1644,1022,,,
