id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
2780,41,26,EL,Greek Solution,Elliniki Lisi,Elliniki Lisi,Ελληνική Λύση,https://en.wikipedia.org/wiki/Greek_Solution,,Party split from Popular Orthodox Rally (LAOS) on 28 June 2016.,,,,,,,,,,,,
2781,21,40,NB,The New Right,Nye Borgerlige,Nye Borgerlige,,https://en.wikipedia.org/wiki/The_New_Right_(Denmark),,Party formed on 19 October 2015 as split from Conservatives (KF).,,,,,,,,,,,,
2782,21,40,SK,Hard Line,Stram Kurs,Stram Kurs,,https://en.wikipedia.org/wiki/Hard_Line_(political_party),,New party formed on 19 June 2017.,,,,,,,,,,,,
2783,1,3,KDZP, Christian Democracy -- Life and Prosperity,Kresťanská demokracia – Život a prosperita,Krestanska demokracia -- Zivot a prosperita,,https://sk.wikipedia.org/wiki/Kres%C5%A5ansk%C3%A1_demokracia_%E2%80%93_%C5%BDivot_a_prosperita,,Party split from Christian Democratic Movement (KDH) on 4 February 2019.,,,,,,,,,,,,
2784,51,11,YH,Jasmine Movement,Yasemin Hareketi,Yasemin Hareketi,Κίνημα Γιασεμί,https://en.wikipedia.org/wiki/Jasmine_Movement,,New party formed in 2018.,,,,,,,,,,,,
2785,5,19,TPJ,Tomorrow Party of Japan,Nippon Mirai no Tō,Nippon Mirai no To,日本未来の党,https://en.wikipedia.org/wiki/Tomorrow_Party_of_Japan,,"New party formed on 28 November 2012 by Governor Yukiko Kada (no party affiliation).
Party dissolved in May 2013.",,,,,,,,,,,,
2787,34,6,G,Bridge,Gesher,Gesher,גשר,https://en.wikipedia.org/wiki/Gesher_(2019_political_party),,Party formed on 25 December 2018 by former Israel is Our Home (YB) MK Orly Levy.,,,,,,,,,,,,
2788,63,6,IL,Liberal Initiative,Iniciativa Liberal,Iniciativa Liberal,,https://en.wikipedia.org/wiki/Liberal_Initiative_(Portugal),cne,New party formed on 13 December 2017.,,,,,,,,,,,,
2789,63,40,CH,Enough,Chega,Chega,,https://en.wikipedia.org/wiki/Enough!_(Portuguese_political_party),cne,New party formed on 9 April 2019.,,,,,,,,,,,,
2790,74,11,LR,Left Together,Lewica Razem,Lewica Razem,,https://en.wikipedia.org/wiki/Lewica_Razem,,New party formed on 16 May 2015.,,,,,,,,,,,,
2791,29,40,PPC,People's Party of Canada,People's Party of Canada,People's Party of Canada,,https://en.wikipedia.org/wiki/People%27s_Party_of_Canada,,Party formed on 14 September 2018 by Maxime Bernier after leaving the Conservative Party of Canada (CPC).,,,,,,,,,,,,
2792,27,14,CUP,Popular Unity Candidacy,Candidatura d'Unitat Popular,Candidatura d'Unitat Popular,,https://en.wikipedia.org/wiki/Popular_Unity_Candidacy,,New party formed in 2003.,,,,,,,,,,,,
2794,26,6,IV,Italy Alive,Italia Viva,Italia Viva,,https://en.wikipedia.org/wiki/Italia_Viva,reuters,Party formed on 18 September 2019 as split from Democratic Party (PD).,,,,,,,,,,,,
2795,37,26,A,Aontu,Aontú,Aontu,,https://en.wikipedia.org/wiki/Aont%C3%BA,,New party formed on 28 Janauary 2019.,,,,,,,,,,,,
2796,1,6,ZAL,For the People,Za ľudí,Za ludi,,https://en.wikipedia.org/wiki/For_the_People_(Slovakia),,New party formed on 2 September 2019 by former President Andrej Kiska.,,,,,,,,,,,,
2797,1,11,DV,Good Choice,Dobrá voľba,Dobra volba,,https://sk.wikipedia.org/wiki/DOBR%C3%81_VO%C4%BDBA,,Party formed on 7 October 2019 by former Smer-SD members,,,,,,,,,,,,
2798,1,40,V,Homeland,Vlasť,Vlast,,https://sk.wikipedia.org/wiki/VLAS%C5%A4,,New party formed on 28 November 2011.,,,,,,,,,,,,
2799,34,6,HLY,Israel Resilience Party,Hosen L'Yisrael,Hosen L'Yisrael,חוסן לישראל,https://en.wikipedia.org/wiki/Israel_Resilience_Party,,New party formed on 27 December 2018.,,,,,,,,,,,,
2800,34,6,Telem,Telem,Telem,Telem,"תל""ם",https://en.wikipedia.org/wiki/Telem_(2019_political_party),,New party formed on 2 January 2019 by former Likud defense minister Moshe Ya'alon. ,,,,,,,,,,,,
2801,67,6,LN,Movement Now,Liike Nyt,Liike Nyt,,https://en.wikipedia.org/wiki/Movement_Now,,Party formed on 21 April 2018 by National Coalition Party (KOK) MP Harry Harkimo and registered on 14 November 2019.,,,,,,,,,,,,
2802,15,12,etc,others,others,others,,,,,,,,,,,,,,,,
2803,1,3,NOVA,New Majority,Nová väčšina,Nova vacsina,,https://en.wikipedia.org/wiki/New_Majority_(Slovakia),,Party formed on 2 September 2012 as spllit from Christian Democratic Movement (KDH).,,,,,,,,,,,,
2804,27,19,Equo,Equo,Equo,Equo,,https://en.wikipedia.org/wiki/Equo,,,,,,,,,,,,,,
2805,15,6,LP,Freedom Party,Laisvės partija,Laisves partija,,https://en.wikipedia.org/wiki/Freedom_Party_(Lithuania),,Party formed on 1 June 2019 as split from Liberal Movement (LRLS).,,,,,,,,,,,,
2806,11,40,NC,New Conservative Party,New Conservative Party,New Conservative Party,,https://en.wikipedia.org/wiki/New_Conservative_Party_(New_Zealand),,New party formed on 3 August 2011.,,,,,,,,,,,,
2807,23,40,AUR,Alliance for the Unity of Romanians,Alianța pentru Unirea Românilor,Alianta pentru Unirea Romanilor,,https://en.wikipedia.org/wiki/Alliance_for_the_Unity_of_Romanians,,New party formed on 19 September 2019.,,,,,,,,,,,,
2808,55,6,KP,Movement For!,Kustība Par!,Kustiba Par!,,https://en.wikipedia.org/wiki/Movement_For!,,New party formed on 27 August 2017.,,,,,,,,,,,,
2809,62,40,DP,Homeland Movement,Domovinski pokret,Domovinski pokret,,https://en.wikipedia.org/wiki/Homeland_Movement_(Croatia),,Party formed on 29 February 2020 by Miroslava Škore as split from Croatian Democratic Union (HDZ).,,,,,,,,,,,,
2810,62,19,M!,We Can! -- Political Platform,Možemo! – politička platforma,Mozemo! -- politicka platforma,,https://en.wikipedia.org/wiki/We_can!_(Croatia),,New party formed on 10 February 2019.,,,,,,,,,,,,
2811,23,6,PLUS,"Party of Liberty, Unity and Solidarity","Partidul Libertate, Unitate și Solidaritate","Partidul Libertate, Unitate si Solidaritate",,"https://en.wikipedia.org/wiki/Freedom,_Unity_and_Solidarity_Party",,New party formed on 15 December 2018.,,,,,,,,,,,,
2813,43,19,PE,Ecologist Party,Parti écologiste,Parti ecologiste,,https://en.wikipedia.org/wiki/Ecologist_Party,afp,Party formed on 2 September 2015 as split from Europe Ecology – The Greens (EE-LV). ,,,,,,,,,,,,
2814,10,26,RzB,Republicans for Bulgaria,Republikantsi za Balgariya,Republikantsi za Balgariya,Републиканци за България,https://en.wikipedia.org/wiki/Republicans_for_Bulgaria,,Party formed on 27 October 2020 as split from Citizens for European Development of Bulgaria (GERB).,,,,,,,,,,,,
2815,51,14,EP,Active Citizens,Energi Polites,Energi Polites, Ενεργοί Πολίτες,https://en.wikipedia.org/wiki/Active_Citizens,,New party formed in 2002 in Greece.,,,,,,,,,,,,
2816,9,26,D,Democrats,Demokratene,Demokratene,,https://en.wikipedia.org/wiki/Democrats_in_Norway,,Party formed on 24 April 2018 as split from Progress Party (Fr).,,,,,,,,,,,,
2817,51,6,Anex,Independents Movement,Independents Movement,Independents Movement,Αλλαγή Γενιάς,https://en.wikipedia.org/wiki/Independents_Movement_(Cyprus),,Party formed on 30 October 2019 by MP Anna Theologou as split from Citizens' Alliance (SYM).,,,,,,,,,,,,
2818,51,6,AK,Famagusta for Cyprus, Ammókhostos yia tin Kípro, Ammokhostos yia tin Kipro,Αμμόχωστος για την Κύπρο,https://en.wikipedia.org/wiki/List_of_political_parties_in_Cyprus,,New party formed on 22 February 2021 (see Famagusta News).,Party family classification based on Cyprus Mail article 31. March 2021.,,,,,,,,,,,
2819,51,16,AM,Awakening 2020,Afypnisis 2020,Afypnisis 2020,Αφύπνιση 2020,https://en.wikipedia.org/wiki/2021_Cypriot_legislative_election,,New party formed in 2020.,"""Afypnisis 2020 was established by the bondholders who lost their investments in bank bonds in 2013 (...)"" (Cyprus Mail 17.05.2021)",,,,,,,,,,,
2820,51,40,PL,People's Breath, Pní Laoú, Pni Laou,Πνοή Λαού,https://en.wikipedia.org/wiki/2021_Cypriot_legislative_election,,New party formed in 2016.,"""People’s Breath, which will be contesting its second parliamentary elections this year, is a populist, nationalist party which has views on vaccinations and military spending."" (Cyprus Mail 17.05.2021)",,,,,,,,,,,
2821,54,16,dieBasis,Grassroots Democratic Party of Germany,Basisdemokratische Partei Deutschland,Basisdemokratische Partei Deutschland,,https://en.wikipedia.org/wiki/Grassroots_Democratic_Party_of_Germany,,New party formed on 4 July 2020.,Conspiracy theories are the core of the political program. Founded as political protest against COVID-19 measures and part of the „Querdenker“-Movement.,,,,,,,,,,,
2823,8,40,JA21,Right Answer 2021,Juiste Antwoord21,Juiste Antwoord21,,https://en.wikipedia.org/wiki/JA21,,Party formed on 18 December 2020 as split from Forum for Democracy (FvD).,,,,,,,,,,,,
2824,8,2,BBB,Farmer-Citizen Movement,BoerBurgerBeweging,BoerBurgerBeweging,,https://en.wikipedia.org/wiki/Farmer%E2%80%93Citizen_Movement,,New party formed on 1 October 2019.,,,,,,,,,,,,
2826,5,40,JaRep,Japan Innovation Party,Nippon Ishin no Kai,Nippon Ishin no Kai,日本維新の会,https://en.wikipedia.org/wiki/Nippon_Ishin_no_Kai,reuters,Party formed on 2 October 2015.,Formed as 'Initiatives from Osaka' in October 2015 from a split in the old Japan Innovation Party (founded 2012).,,,,,,,,,,,
2827,5,26,DPP,Democratic Party for the People,Kokumin Minshu-tō,Kokumin Minshu-to,国民民主党,https://en.wikipedia.org/wiki/Democratic_Party_for_the_People,reuters,Party formed on 7 May 2018 as a merger of the Democratic Party (DP) and the Party of Hope (PH).,,,,,,,,,,,,
2828,5,14,ReiShin,Reiwa Shinsengumi,Reiwa Shinsengumi,Reiwa Shinsengumi,れいわ新選組,https://en.wikipedia.org/wiki/Reiwa_Shinsengumi,,Party formed on 1 April 2019 as split from Liberal Party (LP).,,,,,,,,,,,,
2831,68,16,P,Oath,Přísaha,Prisaha,,https://en.wikipedia.org/wiki/P%C5%99%C3%ADsaha,,New party formed on 27 January 2021.,,,,,,,,,,,,
2832,68,40,Tri,Tricolour Citizens' Movement,Trikolóra,Trikolora,,https://en.wikipedia.org/wiki/Tricolour_Citizens%27_Movement,,Party formed on 25 June 2019 as a split of the Civic Democratic Party (ODS).,,,,,,,,,,,,
2835,34,40,NH,New Hope,Tikva Hadasha,Tikva Hadasha,תִּקְוָוה חֲדָשָׁה,https://en.wikipedia.org/wiki/New_Hope_(Israel),,Party formed on 8 December 2020 by former Likud (L) MP Gideon Sa'ar.,,,,,,,,,,,,
2836,10,26,ITN,There Is Such a People,Ima takav narod,Ima takav narod,Има такъв народ,https://en.wikipedia.org/wiki/There_Is_Such_a_People,,New party formed on 16 February 2020.,,,,,,,,,,,,
2838,10,11,IS,Stand up!,Izpravi se!,Izpravi se!,Изправи се!,https://en.wikipedia.org/wiki/Stand_Up.BG!_We_are_coming!,,New party formed on 7 February 2021. ,,,,,,,,,,,,
2840,10,40,BNO|BN,Bulgarian National Unification | Bulgarian Summer,Bŭlgarsko natsionalno obedinenie | Balgarsko lyato,Bulgarsko natsionalno obedinenie | Balgarsko lyato,Българско национално обединение | Българско лято,https://en.wikipedia.org/wiki/Bulgarian_National_Unification,,"New party Bulgarian National Unification (BNO) formed on 1 December 2013.
Bulgarian Summer (BN) formed on 4 January 2021 and used BNO as a mandate holder in 4 April 2021 election.
BN officially run in 11 July 2021 election.
",,,,,,,,,,,,
2847,10,16,PP,We Continue the Change,Prodalzhavame promyanata,Prodalzhavame promyanata,Продължаваме промяната,https://en.wikipedia.org/wiki/We_Continue_the_Change,,New party formed on 17 September 2021.,,,,,,,,,,,,
2850,54,16,SSW,South Schleswig Voter League,Südschleswigscher Wählerverband,Suedschleswigscher Waehlerverband,,https://en.wikipedia.org/wiki/South_Schleswig_Voters%27_Association,,New party formed on 30 June 1948.,,,,,,,,,,,,
2851,5,40,HRP,Happiness Realization Party,Kōfuku Jitsugen-tō,Kofuku Jitsugen-to,幸福実現党,https://en.wikipedia.org/wiki/Happiness_Realization_Party,,New party formed on 23 May 2009.,,,,,,,,,,,,
2852,56,14,SFI,Icelandic Socialist Party,Sósíalistaflokkur Íslands,Sosialistaflokkur Islands,,https://en.wikipedia.org/wiki/Icelandic_Socialist_Party,,"New party formed on 1 May 2017.
",,,,,,,,,,,,
2853,5,16,NHK,The party that protects those who do not pay the NHK license fee,NHK jushinryō o shiharawanai kokumin o mamoru tō,NHK jushinryo o shiharawanai kokumin o mamoru to,NHK受信料を支払わない国民を守る党,https://en.wikipedia.org/wiki/The_party_that_protects_those_who_do_not_pay_the_NHK_license_fee,,New party formed on 17 June 2013.,,,,,,,,,,,,
2854,68,40,VB,Free Bloc,Volný blok,Volny blok,,https://en.wikipedia.org/wiki/Free_Bloc,,Party formed on 21 January 2011 as a successor of the dissolved Suverenita – blok Jany Bobošíkové (S-JB).,,,,,,,,,,,,
2855,39,6,MEMO,Solution Movement ,Megoldás Mozgalom ,Megoldas Mozgalom,,https://en.wikipedia.org/wiki/Solution_Movement,,New party formed on 24 December 2021.,,,,,,,,,,,,
2856,60,11,GS,Freedom Movement,Gibanje Svoboda,Gibanje Svoboda,,https://sl.wikipedia.org/wiki/Gibanje_Svoboda#Z.DEJ_(2021%E2%80%932022)_2,,Party formed on 26 January 2022 by Robert Dove.,"The party was founded as a successor of the Party of Green actions (Z.Dej), founded in 2021 but this party does not fill the criteria to be coded in ParlGov. Further, the predecessor was founded by the politician Lure and taken over later by Robert Dove in the wake of redefining the party. Thus, not coded as a genuine new party and Dove as the founder.",,,,,,,,,,,
2857,43,6,H,Horizons,Horizons,Horizons,,https://en.wikipedia.org/wiki/Horizons_(political_party),,Party formed on 9 October 2021 as a split from Renaissance (R) by Éduard Charles Philippe.,,,,,,,,,,,,
2858,43,6,d-centre,other centre,divers centre,divers centre,,https://en.wikipedia.org/wiki/Miscellaneous_centre,,New party formed in 2020 by the French Ministry of the Interior as a collective party for centrist candidates that are not members of any large party.,,,,,,,,,,,,
2859,43,12,one-seat,one seat,one seat,one seat,,,,Parties that won one seat in a single election and less than one percent vote share.,,,,,,,,,,,,
2860,43,40,R!,Reconquest,Reconquête,Reconquete,,https://en.wikipedia.org/wiki/Reconqu%C3%AAte,,New party formed on 5 December 2021 by Éric Zemmour.,,,,,,,,,,,,
2861,26,12,IpF,Together for the Future,Insieme per il Futuro,Insieme per il Futuro,,https://en.wikipedia.org/wiki/Together_for_the_Future,,Party formed on 21 June 2021 as split from Five Star Movement by Luigi Di Maio.,,,,,,,,,,,,
2862,43,26,agir,"Act, the constructive right","Agir, la droite constructive","Agir, la droite constructive",,https://en.wikipedia.org/wiki/Agir_(France),,Party formed on 26 November 2017 as a split from Les Républicains,,,,,,,,,,,,
2864,63,12,no-seat,no seat,no seat,no seat,,,,Largest party that won no seats in an election and less than one percent vote share.,Only coded if there are no other observations for the party. Party name included in 'description' of election result.,,,,,,,,,,,
2865,60,19,VESNA,Vesna -- the Green Party,VESNA – zelena stranka,VESNA -- zelena stranka,,https://en.wikipedia.org/wiki/Spring_%E2%80%93_Green_Party,,"Party formed by several experts of the field of enviornmental protection, economy, self-government and national and European policies. ",,,,,,,,,,,,
2866,60,19,ND,Our Country,Naša dežela,Nasa dezela,,https://en.wikipedia.org/wiki/Our_Country_(Slovenia),,Party formed by Aleksandra Pivec after a dispute in the Democratic Party of Pensioners of Slovenia (DeSUS). ,,,,,,,,,,,,
2869,10,6,VB,Volt Bulgaria,Volt Bulgaria,Volt Bulgaria,Волт България,https://en.wikipedia.org/wiki/Volt_Bulgaria,,Party formed on 19 May 2018.,,,,,,,,,,,,
2870,10,6,SEK,Middle European Class,Sredna evropeĭska klasa,Sredna evropeiska klasa,Средна европейска класа,https://en.wikipedia.org/wiki/Middle_European_Class,,New party formed on 11 July 2007 by nightclub owner Georgi Manev.,,,,,,,,,,,,
2871,10,26,BV,Bulgarian Rise,Balgarski vazhod,Balgarski vazhod,Български възход,https://en.wikipedia.org/wiki/Bulgarian_Rise,,Party formed on 5 May 2022 by former caretaker Prime Minister Stefan Yanev.,,,,,,,,,,,,
2873,26,26,Italexit,Italexit for Italy,Italext per l'Italia,Italexit per l'Italia,,https://en.wikipedia.org/wiki/Italexit_(political_party),,Party formed on 23 July 2020 by the senator and former TV journalist Gianluigi Pargone.,,,,,,,,,,,,
2874,26,40,ISP,Sovereign and Popular Italy,Italia sovrana e Popolare ,Italia Sovrana e Popolare,,https://en.wikipedia.org/wiki/Sovereign_and_Popular_Italy,,Party formed on 25 July 2022 as a merger of several minor parties. ,,,,,,,,,,,,
2875,55,16,S!,For Stability!,Stabilitātei!,Stabilitatei,,https://en.wikipedia.org/wiki/For_Stability!,,Party formed on 26 February 2021 by former members of the Riga City Council Aleksejs Roslikovs and Valerijs Petrovs. ,,,,,,,,,,,,
2876,55,40,LPV,Latvia First,Latvija pirmajā vietā,Latvija pirmaja vieta,,https://en.wikipedia.org/wiki/Latvia_First,,Party formed on 14 August 2021 by former vice-mayor of Riga Ainārs Šlesers. ,,,,,,,,,,,,
2877,55,11,R,Republic,Republika,Republika,,https://en.wikipedia.org/wiki/Republic_(Latvia),,Party formed as a split from Who owns the state? (Par cilvēcīgu Latviju)  on 28 August 2021.,,,,,,,,,,,,
2878,55,16,AP!,Development/For!,Attīstībai/Par!,Attistibai/Par!,,https://en.wikipedia.org/wiki/Development/For!,,Electoral alliance formed on 20 April 2018.,Includes Growth (Izaugsme) as well but did not fulfill the criteria to be coded in ParlGov.,,,,,,,,,,,
2879,55,12,one-seat,one seat,one seat,one seat,,,,Parties that won one seat in a single election and less than one percent vote share.,,,,,,,,,,,,
2880,55,40,KuK,For Each and Every One,Katram un katrai,Katram un katrai,,https://en.wikipedia.org/wiki/For_Each_and_Every_One,,"Party formed on 08 January 2021 by Aldis Fobzems, a former party member of Who owns the state? (KPV-LV).",,,,,,,,,,,,
2881,55,16,TKL,People's Servants for Latvia,Tautas kalpi Latvijai,Tautas kalpi Latvijai,,https://en.wikipedia.org/wiki/People%27s_Servants_for_Latvia,,Party formed on 08 March 2004.,,,,,,,,,,,,
2882,55,16,SV,Sovereign Power,Suverēnā vara,Suverena vara,,https://en.wikipedia.org/wiki/Sovereign_Power_(Latvia),,,,,,,,,,,,,,
2883,55,28,PP,Power of the People,Tautas varas spēks,Tautas varas speks,,,cvk,Party formed on 04 April 2007. ,,,,,,,,,,,,
2884,60,26,PoS,Let's Connect Slovenia ,Povežimo Slovenijo,Povezimo Slovenijo,,https://en.wikipedia.org/wiki/Let%27s_Connect_Slovenia,,Party formed on 26 January 2021.,,,,,,,,,,,,
2885,60,16,Resni.ca,Resni.ca,Resni.ca,Resni ca,,https://en.wikipedia.org/wiki/Resni.ca,,Party formed on 14 January 2021 by Zoran Stevanović.,,,,,,,,,,,,
2886,60,16,GZD,Healthy Society Movement,Gibanje Zdrava Družba,Gibanje Zdrava Druzba,,,,,,,,,,,,,,,,
